Data;Nota;PacienteId;ProfissionalId;
3/18/2021 9:01:44 AM;5;67473;ca54f89f-2d09-4ac2-accf-81223e8ebaa2;
7/8/2021 9:36:08 AM;5;67473;ca54f89f-2d09-4ac2-accf-81223e8ebaa2;
4/9/2021 8:14:11 PM;5;67573;a2280dcf-c64a-4210-85c4-0bfa014a5220;
9/9/2021 1:07:30 PM;5;67659;6c1aaf64-186f-4657-b497-38a960cf7f66;
4/13/2021 9:09:08 PM;4;67673;5b0fe5c1-b624-460a-a6d8-93fa373a742a;
5/14/2021 7:07:24 PM;5;67673;5b0fe5c1-b624-460a-a6d8-93fa373a742a;
3/23/2021 5:49:26 AM;5;67759;82cd1bde-d505-4071-85ce-6c9f10636583;
6/20/2021 1:41:16 AM;5;70900;5b46c176-af92-45de-8fbf-099315564e46;
7/19/2021 3:48:55 PM;5;70900;c89b770d-66a9-4ecb-8ca1-aebd8b9d84c5;
9/1/2021 8:47:05 PM;5;70917;0de50009-ab1e-4e54-a836-4ddc75daf139;
6/1/2022 5:03:21 PM;5;70917;0de50009-ab1e-4e54-a836-4ddc75daf139;
7/22/2022 12:57:33 PM;5;70917;0de50009-ab1e-4e54-a836-4ddc75daf139;
9/30/2022 11:00:09 AM;5;70917;ae953cf5-4200-4ade-b4b0-99fdffc8ee3c;
5/20/2021 10:48:19 PM;5;70949;a9504333-b145-4622-bfcd-ba6cb06b59d1;
11/16/2021 4:57:27 PM;5;70986;ca54f89f-2d09-4ac2-accf-81223e8ebaa2;
5/19/2021 3:09:29 PM;5;71000;c8a56508-2b69-40f3-9f13-1c8062de24e0;
5/20/2021 12:58:23 PM;5;71000;19b7e937-6f3d-42f6-96e0-f661a198f8be;
5/21/2021 7:16:52 AM;5;71000;19b7e937-6f3d-42f6-96e0-f661a198f8be;
8/25/2021 6:23:32 PM;5;71000;48b89afa-01e3-4244-bdfc-7901e509c94f;
5/11/2021 10:31:56 PM;5;71036;171ebf82-431d-4e2c-badf-d3f620cac33c;
10/15/2021 10:13:41 AM;5;71068;ce59192d-e3eb-41ec-a580-b831d20af13e;
6/15/2021 7:55:07 AM;5;71086;8a5e7953-aeb4-46f7-b331-bbe52c1f34eb;
7/13/2021 5:44:41 PM;5;71086;8a5e7953-aeb4-46f7-b331-bbe52c1f34eb;
4/29/2021 7:49:21 AM;5;71135;eb8bb3a5-0cee-4828-b319-9e5e774083ee;
5/14/2021 10:31:20 AM;5;71135;eb8bb3a5-0cee-4828-b319-9e5e774083ee;
5/29/2021 2:48:00 PM;5;71135;eb8bb3a5-0cee-4828-b319-9e5e774083ee;
6/28/2021 1:57:12 PM;5;71135;eb8bb3a5-0cee-4828-b319-9e5e774083ee;
7/13/2021 10:06:36 AM;5;71135;eb8bb3a5-0cee-4828-b319-9e5e774083ee;
4/6/2022 10:24:02 PM;5;71385;5559113a-e8f4-492d-a3a9-4e04ce978c02;
5/19/2021 12:10:37 PM;4;71403;2bc9dd3a-e785-4929-a1af-bc730d139b36;
8/9/2021 11:59:53 PM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
8/17/2021 9:39:27 AM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
9/22/2021 9:47:01 AM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
11/27/2021 2:04:45 PM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
3/1/2022 8:58:38 PM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
4/1/2022 2:52:04 PM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
4/18/2022 8:18:57 AM;5;74743;c9aa0904-c712-47b2-b792-72695b0982d0;
6/24/2022 3:07:18 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
7/15/2022 1:38:21 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
7/22/2022 2:20:24 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
7/29/2022 2:19:58 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
8/14/2022 6:01:41 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
8/23/2022 10:51:29 AM;5;74743;f05bb18f-60d5-4496-aefa-a1e690758247;
9/2/2022 3:41:53 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
9/15/2022 8:44:31 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
9/29/2022 3:50:17 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
10/5/2022 4:00:16 PM;5;74743;f05bb18f-60d5-4496-aefa-a1e690758247;
10/6/2022 1:36:04 PM;1;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
10/13/2022 3:00:18 PM;5;74743;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
7/5/2021 8:33:30 PM;5;74830;82c7e231-e328-46b1-961a-d2cf6c041832;
7/6/2021 11:13:25 PM;5;74830;82c7e231-e328-46b1-961a-d2cf6c041832;
7/8/2021 10:49:49 PM;5;74830;82c7e231-e328-46b1-961a-d2cf6c041832;
6/8/2021 1:21:21 AM;5;74894;a11b4ea2-9483-42ff-9d0e-bb6b2f2913a2;
7/16/2021 10:23:13 AM;1;75030;c1095c99-1bcb-4f07-9c3f-a3af341aa374;
9/24/2021 8:38:02 PM;5;75080;b14313cb-f01c-46f4-b262-59169af199cc;
10/22/2021 6:27:19 PM;5;75094;517f7174-5edf-4969-97b5-46d607ddcd3c;
6/17/2021 2:49:42 PM;5;75161;f6832b37-4687-4f52-8596-6e11dcb9ad48;
6/26/2021 11:55:11 PM;5;75161;f6832b37-4687-4f52-8596-6e11dcb9ad48;
7/21/2021 8:36:28 AM;5;79224;9d309376-7ddd-433d-83e4-fc0d49489b7b;
7/9/2022 10:30:12 AM;5;79238;89548650-888b-48e4-b354-1a0098d784d3;
9/22/2022 1:00:09 PM;5;79238;89548650-888b-48e4-b354-1a0098d784d3;
8/4/2021 4:15:28 PM;5;79359;0de50009-ab1e-4e54-a836-4ddc75daf139;
1/13/2022 8:10:28 PM;5;79392;7d15f9a2-cc03-40ba-95a3-ddc5d4cd0644;
11/12/2021 9:03:50 AM;5;79423;c1095c99-1bcb-4f07-9c3f-a3af341aa374;
3/17/2022 11:30:18 AM;5;79423;c1095c99-1bcb-4f07-9c3f-a3af341aa374;
8/24/2021 3:49:17 PM;5;79573;6cfe50cd-f51a-4d4d-9f18-dbad067c7490;
8/28/2021 2:48:03 PM;5;79624;9ee17fb2-19fe-4dc3-89ea-943483765dc7;
1/15/2022 4:57:53 PM;5;79723;5ecf067c-13e5-42bb-8788-264a568381b5;
9/29/2021 11:11:12 AM;5;83249;b347e855-3f97-4c60-ba11-2585498ba4d2;
10/27/2021 7:05:28 PM;5;83518;b6fe240c-c5ae-4007-ac34-c341590d341a;
4/13/2022 3:32:49 PM;5;87093;ae2f952b-96cb-4753-9c06-abb27a7e4277;
9/29/2021 12:33:30 PM;5;87129;4e7719c5-e833-4aa3-9a85-c5586a879fba;
11/16/2021 1:16:29 PM;3;87197;43803844-a681-449b-a47d-062d94a10a63;
3/7/2022 7:54:22 PM;5;87197;43803844-a681-449b-a47d-062d94a10a63;
4/11/2022 7:04:33 PM;5;87197;43803844-a681-449b-a47d-062d94a10a63;
4/25/2022 7:10:32 PM;5;87197;43803844-a681-449b-a47d-062d94a10a63;
4/29/2022 2:30:20 PM;5;87197;43803844-a681-449b-a47d-062d94a10a63;
7/19/2022 3:50:29 PM;5;87197;43803844-a681-449b-a47d-062d94a10a63;
7/25/2022 3:44:28 PM;5;87197;43803844-a681-449b-a47d-062d94a10a63;
10/9/2021 8:31:04 PM;5;92428;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
9/24/2022 5:59:51 PM;5;92428;ef65fbb9-ae40-4ca0-82e1-2ed2469209f3;
4/6/2022 8:34:10 PM;5;92642;1d832ea0-4d82-49b2-ab92-8d51f6e526f9;
5/27/2022 4:34:59 PM;5;92645;e0569d22-aefd-490a-86b8-c4e45dffad1f;
8/9/2022 5:33:11 PM;5;98911;571e2ffa-3b20-4a22-8ed1-a13948674acd;
11/2/2021 7:40:31 PM;5;99076;bf5f2a84-8706-4384-91e6-d7fec0f7d73e;
4/26/2022 10:04:35 PM;5;99076;bf5f2a84-8706-4384-91e6-d7fec0f7d73e;
3/16/2022 1:30:07 PM;5;99129;11ed471e-89a7-4db1-ab31-1991fc28231b;
4/12/2022 1:01:38 PM;5;99129;11ed471e-89a7-4db1-ab31-1991fc28231b;
7/11/2022 1:40:13 PM;5;99129;11ed471e-89a7-4db1-ab31-1991fc28231b;
7/29/2022 10:21:09 AM;5;99129;11ed471e-89a7-4db1-ab31-1991fc28231b;
8/19/2022 11:00:23 AM;4;99129;11ed471e-89a7-4db1-ab31-1991fc28231b;
5/1/2022 1:42:28 PM;5;99193;a7cf3307-9d9d-4c41-b4a2-28fd85b97967;
6/25/2022 12:48:01 AM;5;99193;a7cf3307-9d9d-4c41-b4a2-28fd85b97967;
8/26/2022 11:46:36 PM;5;99193;a7cf3307-9d9d-4c41-b4a2-28fd85b97967;
3/14/2022 9:13:01 AM;5;102152;f09e64f7-aea2-44c4-8dc1-ed45947401e7;
3/15/2022 9:37:55 PM;5;102152;f09e64f7-aea2-44c4-8dc1-ed45947401e7;
3/31/2022 8:59:51 AM;5;102152;f09e64f7-aea2-44c4-8dc1-ed45947401e7;
4/19/2022 7:00:24 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
5/16/2022 8:02:37 AM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
6/20/2022 7:00:50 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
6/29/2022 7:01:11 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
7/7/2022 7:00:18 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
7/14/2022 7:00:18 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
7/15/2022 9:43:22 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
10/6/2022 7:00:17 PM;5;102152;ce59192d-e3eb-41ec-a580-b831d20af13e;
5/6/2022 5:51:14 PM;5;102201;a2280dcf-c64a-4210-85c4-0bfa014a5220;
6/7/2022 11:53:51 PM;5;104928;23223468-ed9e-4848-8257-e996d713116c;
10/6/2022 1:06:12 PM;5;104928;23223468-ed9e-4848-8257-e996d713116c;
2/10/2022 8:48:53 AM;5;108621;de7b28bd-92e5-48d0-a878-abfe3b392e17;
7/7/2022 7:26:50 PM;5;112162;337e24cd-003d-4bfe-89a2-1e28398fb1c7;
3/8/2022 2:10:42 PM;5;115756;4c16feed-227a-475a-aa52-332dd2847c5c;
4/9/2022 12:45:56 PM;5;115756;4c16feed-227a-475a-aa52-332dd2847c5c;
5/8/2022 9:27:54 AM;5;115756;4c16feed-227a-475a-aa52-332dd2847c5c;
3/24/2022 11:10:45 AM;5;115806;1ba3583d-3401-4266-988e-61f3e6e21803;
4/7/2022 11:11:18 AM;5;115806;1ba3583d-3401-4266-988e-61f3e6e21803;
4/28/2022 11:10:49 AM;5;115806;1ba3583d-3401-4266-988e-61f3e6e21803;
5/5/2022 11:16:06 AM;5;115806;1ba3583d-3401-4266-988e-61f3e6e21803;
5/14/2022 10:29:43 AM;5;115923;b347e855-3f97-4c60-ba11-2585498ba4d2;
8/5/2022 10:34:44 AM;5;115959;8a5e7953-aeb4-46f7-b331-bbe52c1f34eb;
6/6/2022 7:53:01 AM;5;116006;cad167e2-548f-4b24-a2a9-2ce2b639022d;
9/16/2022 7:10:02 PM;5;116156;337e24cd-003d-4bfe-89a2-1e28398fb1c7;
6/1/2022 12:43:50 PM;5;119667;3bd3fc8e-3923-48d2-ae52-6730b874883b;
6/6/2022 12:12:16 AM;5;119667;3bd3fc8e-3923-48d2-ae52-6730b874883b;
7/6/2022 2:54:48 PM;5;119667;3bd3fc8e-3923-48d2-ae52-6730b874883b;
8/9/2022 11:52:19 AM;5;119667;3bd3fc8e-3923-48d2-ae52-6730b874883b;
4/14/2022 8:09:16 PM;5;119803;2f0d83ac-1000-4c62-9f47-fdec765193c0;
4/25/2022 8:20:14 PM;5;119867;e36f018e-4128-41c5-b9fa-e15aee64d8b4;
6/26/2022 12:05:09 PM;5;119936;f6832b37-4687-4f52-8596-6e11dcb9ad48;
7/12/2022 6:38:24 PM;5;119936;f6832b37-4687-4f52-8596-6e11dcb9ad48;
8/7/2022 6:45:35 PM;5;119936;4a28fa65-41fa-4ec7-b454-6b2408af0c0d;
10/6/2022 3:34:06 PM;5;119936;f6832b37-4687-4f52-8596-6e11dcb9ad48;
4/11/2022 5:11:25 PM;5;119950;02cad4df-273d-4f6f-a363-3b8f9cf0c66f;
6/28/2022 7:51:17 PM;5;120018;9d309376-7ddd-433d-83e4-fc0d49489b7b;
5/13/2022 1:30:48 PM;5;120203;ebe9ae8e-2f35-4ee2-9c42-cfd0512a3e41;
5/21/2022 5:50:56 PM;5;120204;53dbbbf9-a20d-48cb-8998-093d4e7655ce;
6/7/2022 10:00:33 PM;5;123712;a38b1cd5-db30-4918-9892-c92943f2e150;
7/28/2022 4:36:38 PM;5;123829;6e318106-30d7-4788-b2a4-9ef9432a57f7;
7/20/2022 5:47:48 PM;5;123830;82c7e231-e328-46b1-961a-d2cf6c041832;
10/14/2020 1:32:12 AM;3;55554;2bc9dd3a-e785-4929-a1af-bc730d139b36;
12/23/2020 10:03:42 AM;5;55554;a57db4e7-fcfe-4b02-bbd7-5cf4c8a9ace7;
10/15/2021 1:49:49 PM;5;55554;a57db4e7-fcfe-4b02-bbd7-5cf4c8a9ace7;
1/14/2021 8:01:28 PM;4;55654;e54758c8-aae0-4e79-bd4c-0f3d006632c3;
6/11/2020 4:03:45 PM;5;55679;e54758c8-aae0-4e79-bd4c-0f3d006632c3;
7/25/2020 12:24:04 PM;5;55697;eb78220b-a740-43b7-a77f-dfd4720f89a6;
8/22/2020 11:05:59 AM;5;55697;eb78220b-a740-43b7-a77f-dfd4720f89a6;
9/21/2020 11:29:25 PM;5;55697;eb78220b-a740-43b7-a77f-dfd4720f89a6;
9/25/2020 9:54:21 AM;5;55697;eb78220b-a740-43b7-a77f-dfd4720f89a6;
10/26/2020 12:35:26 PM;5;55697;eb78220b-a740-43b7-a77f-dfd4720f89a6;
12/25/2020 4:23:50 PM;5;55697;eb78220b-a740-43b7-a77f-dfd4720f89a6;
6/2/2020 8:37:07 AM;5;55729;eb78220b-a740-43b7-a77f-dfd4720f89a6;
6/27/2020 12:10:24 PM;5;55790;171ebf82-431d-4e2c-badf-d3f620cac33c;
7/27/2020 2:47:37 PM;5;55790;171ebf82-431d-4e2c-badf-d3f620cac33c;
8/27/2020 8:46:53 PM;5;55790;171ebf82-431d-4e2c-badf-d3f620cac33c;
7/15/2021 12:06:19 PM;4;55790;30d3cbc3-1d8d-444d-b6f6-2e3ae45ce8bd;
7/1/2020 4:02:05 PM;5;56022;86c1bb77-2183-4e1b-afa8-22959681eca1;
8/2/2020 11:19:45 AM;5;56022;86c1bb77-2183-4e1b-afa8-22959681eca1;
9/1/2020 11:37:02 PM;5;56022;86c1bb77-2183-4e1b-afa8-22959681eca1;
10/2/2020 2:30:02 PM;5;56022;8d7e5076-4b16-4956-b2d4-ff406ad760d9;
7/3/2020 1:12:14 PM;5;56072;8bb9ad01-3933-4123-8b8c-accadb7f8cc2;
8/3/2020 9:35:41 AM;5;56072;8bb9ad01-3933-4123-8b8c-accadb7f8cc2;
8/9/2022 4:59:07 PM;5;56072;8a5e7953-aeb4-46f7-b331-bbe52c1f34eb;
8/30/2022 10:59:35 AM;5;56072;8a5e7953-aeb4-46f7-b331-bbe52c1f34eb;
8/3/2020 9:57:17 AM;5;56097;82cd1bde-d505-4071-85ce-6c9f10636583;
9/3/2020 9:54:19 AM;5;56097;82cd1bde-d505-4071-85ce-6c9f10636583;
9/22/2020 1:39:16 PM;3;60802;a2bc0151-7c98-43dd-be68-1f092a6f232a;
10/22/2020 12:14:01 AM;3;60802;a2bc0151-7c98-43dd-be68-1f092a6f232a;
1/23/2021 7:50:23 AM;4;60802;a2bc0151-7c98-43dd-be68-1f092a6f232a;
7/12/2022 7:51:00 PM;5;60809;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
7/26/2022 8:21:52 PM;5;60809;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
8/4/2022 8:20:10 PM;5;60809;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
9/22/2020 2:17:11 PM;5;60827;d0de7d19-2b47-46ec-8759-72ce08dfccd6;
10/22/2020 8:41:14 AM;5;60827;d0de7d19-2b47-46ec-8759-72ce08dfccd6;
11/23/2020 5:33:27 PM;5;60827;d0de7d19-2b47-46ec-8759-72ce08dfccd6;
12/22/2020 8:35:14 PM;5;60827;d0de7d19-2b47-46ec-8759-72ce08dfccd6;
3/23/2021 10:21:02 AM;4;60827;d0de7d19-2b47-46ec-8759-72ce08dfccd6;
9/22/2020 9:30:39 AM;5;60845;30d3cbc3-1d8d-444d-b6f6-2e3ae45ce8bd;
10/22/2020 7:07:59 AM;5;60845;30d3cbc3-1d8d-444d-b6f6-2e3ae45ce8bd;
10/23/2020 6:21:52 AM;5;60884;3bd3fc8e-3923-48d2-ae52-6730b874883b;
10/26/2020 7:01:24 PM;5;61077;a1abc9a0-f90c-426c-b8e0-5f59a933f028;
11/27/2020 3:55:34 PM;5;61077;a1abc9a0-f90c-426c-b8e0-5f59a933f028;
12/27/2020 7:10:58 AM;5;61077;a1abc9a0-f90c-426c-b8e0-5f59a933f028;
9/28/2020 5:04:06 PM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
10/29/2020 9:10:03 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
1/29/2021 6:00:26 PM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
3/26/2021 9:14:35 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
5/27/2021 12:22:22 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
6/28/2021 12:15:39 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
11/1/2021 6:46:17 PM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
12/31/2021 8:19:07 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
1/31/2022 5:59:44 PM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
3/1/2022 10:04:50 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
3/31/2022 2:21:07 PM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
5/31/2022 9:39:40 AM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
6/13/2022 9:00:49 PM;5;61095;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
8/4/2021 10:52:06 AM;5;64010;c360330c-c204-4ea7-93d0-43b34b04eaa5;
1/10/2022 9:53:38 AM;5;64010;c360330c-c204-4ea7-93d0-43b34b04eaa5;
6/20/2022 10:46:09 AM;5;64010;c360330c-c204-4ea7-93d0-43b34b04eaa5;
11/4/2021 4:05:20 PM;5;64035;c360330c-c204-4ea7-93d0-43b34b04eaa5;
3/31/2022 3:58:06 PM;5;64035;c360330c-c204-4ea7-93d0-43b34b04eaa5;
6/13/2022 6:30:55 PM;5;64035;37393c69-c195-49ac-b6b3-7c5193cc8122;
8/5/2022 4:02:58 PM;5;64035;c360330c-c204-4ea7-93d0-43b34b04eaa5;
3/16/2022 3:10:20 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
3/23/2022 4:32:48 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
3/30/2022 4:30:36 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
4/13/2022 4:30:12 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
4/20/2022 4:31:25 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
4/27/2022 5:10:26 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
5/25/2022 4:30:38 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
6/15/2022 4:34:56 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
6/29/2022 4:38:49 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
7/13/2022 5:10:26 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
7/20/2022 5:14:20 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
8/3/2022 5:00:10 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
8/17/2022 4:30:09 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
8/24/2022 5:10:46 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
8/31/2022 4:30:20 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
9/14/2022 4:30:12 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
9/21/2022 4:30:06 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
9/28/2022 4:30:07 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
10/5/2022 5:00:10 PM;5;64103;760a5dae-3b20-4cac-9e44-0c39a06c29a6;
12/9/2020 12:01:44 PM;5;64278;1db17fdb-e8ee-44f3-ab65-ee16494a7ead;
2/10/2021 5:48:00 PM;5;64278;1db17fdb-e8ee-44f3-ab65-ee16494a7ead;
3/5/2021 9:05:08 AM;4;67379;ca54f89f-2d09-4ac2-accf-81223e8ebaa2;
5/4/2021 2:08:47 PM;4;67379;ca54f89f-2d09-4ac2-accf-81223e8ebaa2;
3/8/2021 1:37:46 PM;5;67479;8bb9ad01-3933-4123-8b8c-accadb7f8cc2;
1/11/2022 11:54:03 AM;5;67479;9bf34060-f1ec-4747-8d1c-1d521b64c2b8;
3/25/2021 7:06:08 PM;5;67554;700ceddd-4bbf-4f55-87aa-1f0a6e9802b6;
7/21/2021 5:58:33 PM;5;67661;9d6b946a-6f3d-4b83-906e-685c5747c7bf;
9/6/2021 12:56:04 PM;5;67729;b9fce4d6-ff2b-4cdb-a77e-678edc13ac59;
10/3/2021 2:17:38 PM;5;67804;f09e64f7-aea2-44c4-8dc1-ed45947401e7;
4/20/2021 11:02:09 AM;4;67897;623e8281-2a3f-43f8-9798-fcc872d8ca68;
7/14/2021 8:07:21 PM;5;67897;fedda0c4-cf86-49ac-a12e-1ccd0423a2bd;
8/11/2021 8:17:06 AM;5;67897;fedda0c4-cf86-49ac-a12e-1ccd0423a2bd;
1/20/2022 9:50:21 AM;5;67897;fedda0c4-cf86-49ac-a12e-1ccd0423a2bd;
9/24/2021 2:06:31 PM;5;70987;1d832ea0-4d82-49b2-ab92-8d51f6e526f9;
7/8/2021 7:54:40 PM;5;71123;11ed471e-89a7-4db1-ab31-1991fc28231b;
12/16/2021 10:21:36 AM;5;71123;11ed471e-89a7-4db1-ab31-1991fc28231b;
